Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Sum of Units Sold,Sum of Price Per Unit,Sum of Total Sales,Sum of Discount Percentage,Discount Value,Net Sales
04-12-2020,23,0,P001,2,79999,159998,0,0,159998
04-12-2020,44,0,P013,1,15999,15999,0,0,15999
04-12-2020,5,0,P022,3,1999,5997,0,0,5997
04-12-2021,7,0,P019,3,5999,17997,0,0,17997
04-12-2022,47,0,P007,2,6999,13998,0,0,13998
04-12-2022,50,0,P004,2,64999,129998,0,0,129998
04-12-2023,36,0,P010,3,2199,6597,0,0,6597
04-12-2023,42,0,P024,3,2799,8397,0,0,8397
05-01-2021,13,0,P010,3,2199,6597,0,0,6597
05-01-2021,16,0,P026,2,5499,10998,0,0,10998
05-01-2021,26,0,P029,3,99,297,0,0,297
05-01-2021,31,0,P003,3,89999,269997,0,0,269997
05-01-2021,43,0,P009,3,3499,10497,0,0,10497
05-01-2021,46,0,P030,3,399,1197,0,0,1197
05-01-2022,1,0,P016,1,24999,24999,0,0,24999
05-01-2022,43,0,P013,1,15999,15999,0,0,15999
05-01-2023,44,0,P016,2,24999,49998,0,0,49998
05-01-2023,50,0,P013,3,15999,47997,0,0,47997
05-01-2023,50,0,P027,2,699,1398,0,0,1398
05-02-2020,23,0,P020,1,12999,12999,0,0,12999
05-02-2020,38,0,P014,2,4999,9998,0,0,9998
05-02-2020,4,0,P009,3,3499,10497,0,0,10497
05-02-2021,16,0,P007,1,6999,6999,0,0,6999
05-02-2021,36,0,P010,1,2199,2199,0,0,2199
05-02-2022,16,0,P008,2,5499,10998,0,0,10998
05-02-2023,16,0,P003,3,89999,269997,0,0,269997
05-03-2020,11,0,P023,2,1499,2998,0,0,2998
05-03-2020,14,0,P029,1,99,99,0,0,99
05-03-2020,22,0,P025,3,8999,26997,0,0,26997
05-03-2020,3,0,P028,2,349,698,0,0,698
05-03-2020,46,0,P004,1,64999,64999,0,0,64999
05-03-2021,11,0,P015,3,8499,25497,0,0,25497
05-03-2021,20,0,P020,3,12999,38997,0,0,38997
05-03-2021,23,0,P021,1,1299,1299,0,0,1299
05-03-2022,19,0,P006,3,7499,22497,0,0,22497
05-03-2022,25,0,P004,1,64999,64999,0,0,64999
05-03-2022,34,0,P019,2,5999,11998,0,0,11998
05-03-2022,4,0,P010,1,2199,2199,0,0,2199
05-03-2022,47,0,P019,1,5999,5999,0,0,5999
05-03-2022,7,0,P004,2,64999,129998,0,0,129998
05-03-2023,38,0,P015,2,8499,16998,0,0,16998
05-03-2023,49,0,P026,3,5499,16497,0,0,16497
05-04-2020,21,PR001,P017,2,10499,20998,20,4199.6,16798.4
05-04-2021,21,PR001,P022,1,1999,1999,20,399.8,1599.2
05-04-2022,34,PR001,P022,3,1999,5997,20,1199.4,4797.6
05-04-2022,48,PR001,P007,2,6999,13998,20,2799.6,11198.4
05-04-2023,38,PR001,P021,1,1299,1299,20,259.8,1039.2
05-04-2023,48,PR001,P019,1,5999,5999,20,1199.8,4799.2
05-05-2020,16,PR001,P030,3,399,1197,20,239.4,957.6
05-05-2021,38,PR001,P011,1,1499,1499,20,299.8,1199.2
05-05-2021,43,PR001,P014,2,4999,9998,20,1999.6,7998.4
05-05-2021,9,PR001,P015,2,8499,16998,20,3399.6,13598.4
05-05-2022,1,PR001,P009,3,3499,10497,20,2099.4,8397.6
05-05-2022,14,PR001,P011,2,1499,2998,20,599.6,2398.4
05-05-2022,6,PR001,P014,1,4999,4999,20,999.8,3999.2
05-05-2023,32,PR001,P010,3,2199,6597,20,1319.4,5277.6
05-06-2020,24,0,P006,2,7499,14998,0,0,14998
05-06-2022,3,0,P010,2,2199,4398,0,0,4398
05-06-2023,10,0,P008,3,5499,16497,0,0,16497
05-06-2023,19,0,P007,2,6999,13998,0,0,13998
05-06-2023,26,0,P017,3,10499,31497,0,0,31497
05-06-2023,39,0,P016,1,24999,24999,0,0,24999
05-07-2020,23,PR004,P006,1,7499,7499,50,3749.5,3749.5
05-07-2020,27,PR004,P005,3,92499,277497,50,138748.5,138748.5
05-07-2020,32,PR004,P019,1,5999,5999,50,2999.5,2999.5
05-07-2020,35,PR004,P015,3,8499,25497,50,12748.5,12748.5
05-07-2022,15,0,P014,3,4999,14997,0,0,14997
05-07-2022,2,0,P017,2,10499,20998,0,0,20998
05-07-2022,39,0,P002,2,69999,139998,0,0,139998
05-07-2023,23,0,P022,1,1999,1999,0,0,1999
05-08-2020,10,0,P026,1,5499,5499,0,0,5499
05-08-2020,18,0,P010,3,2199,6597,0,0,6597
05-08-2020,23,0,P030,1,399,399,0,0,399
05-08-2020,31,0,P027,3,699,2097,0,0,2097
05-08-2020,32,0,P014,1,4999,4999,0,0,4999
05-08-2020,5,0,P021,2,1299,2598,0,0,2598
05-08-2021,45,0,P002,2,69999,139998,0,0,139998
05-08-2022,13,0,P009,2,3499,6998,0,0,6998
05-08-2022,16,0,P014,2,4999,9998,0,0,9998
05-08-2022,28,0,P027,3,699,2097,0,0,2097
05-08-2023,33,0,P011,3,1499,4497,0,0,4497
05-09-2021,28,0,P029,1,99,99,0,0,99
05-09-2021,45,0,P001,3,79999,239997,0,0,239997
05-09-2021,46,0,P017,2,10499,20998,0,0,20998
05-09-2022,24,0,P027,3,699,2097,0,0,2097
05-09-2023,30,0,P004,3,64999,194997,0,0,194997
05-09-2023,37,0,P012,2,2999,5998,0,0,5998
05-09-2023,4,0,P027,3,699,2097,0,0,2097
05-09-2023,40,0,P010,2,2199,4398,0,0,4398
05-10-2020,11,0,P001,2,79999,159998,0,0,159998
05-10-2020,36,0,P021,1,1299,1299,0,0,1299
05-10-2021,32,0,P026,2,5499,10998,0,0,10998
05-10-2022,31,0,P022,1,1999,1999,0,0,1999
05-10-2022,33,0,P006,1,7499,7499,0,0,7499
05-10-2022,36,0,P028,3,349,1047,0,0,1047
05-10-2022,40,0,P022,3,1999,5997,0,0,5997
05-10-2022,41,0,P011,3,1499,4497,0,0,4497
05-10-2023,21,0,P001,2,79999,159998,0,0,159998
05-10-2023,43,0,P017,2,10499,20998,0,0,20998
05-10-2023,5,0,P003,1,89999,89999,0,0,89999
05-11-2020,10,0,P024,2,2799,5598,0,0,5598
05-11-2020,12,0,P023,3,1499,4497,0,0,4497
05-11-2020,41,0,P030,1,399,399,0,0,399
05-11-2021,17,0,P019,1,5999,5999,0,0,5999
05-11-2021,18,0,P011,2,1499,2998,0,0,2998
05-11-2021,39,0,P014,2,4999,9998,0,0,9998
05-11-2022,6,0,P004,1,64999,64999,0,0,64999
05-11-2023,15,0,P002,2,69999,139998,0,0,139998
05-11-2023,15,0,P026,2,5499,10998,0,0,10998
05-11-2023,18,0,P001,1,79999,79999,0,0,79999
05-11-2023,46,0,P016,2,24999,49998,0,0,49998
05-11-2023,5,0,P009,1,3499,3499,0,0,3499
05-11-2023,5,0,P010,2,2199,4398,0,0,4398
05-12-2020,4,0,P021,3,1299,3897,0,0,3897
05-12-2020,49,0,P023,3,1499,4497,0,0,4497
05-12-2020,50,0,P023,1,1499,1499,0,0,1499
05-12-2021,39,0,P016,1,24999,24999,0,0,24999
05-12-2022,20,0,P011,2,1499,2998,0,0,2998
05-12-2022,6,0,P005,1,92499,92499,0,0,92499
05-12-2023,14,0,P008,1,5499,5499,0,0,5499
05-12-2023,21,0,P029,1,99,99,0,0,99
06-01-2020,15,0,P027,1,699,699,0,0,699
06-01-2021,25,0,P004,2,64999,129998,0,0,129998
06-01-2021,7,0,P026,3,5499,16497,0,0,16497
06-01-2022,22,0,P006,1,7499,7499,0,0,7499
06-01-2022,8,0,P026,2,5499,10998,0,0,10998
06-01-2023,31,0,P006,3,7499,22497,0,0,22497
06-01-2023,40,0,P025,2,8999,17998,0,0,17998
06-01-2023,5,0,P006,2,7499,14998,0,0,14998
06-02-2020,11,0,P004,1,64999,64999,0,0,64999
06-02-2020,12,0,P029,2,99,198,0,0,198
06-02-2020,16,0,P019,2,5999,11998,0,0,11998
06-02-2020,49,0,P001,1,79999,79999,0,0,79999
06-02-2021,19,0,P027,3,699,2097,0,0,2097
06-02-2021,5,0,P025,2,8999,17998,0,0,17998
06-02-2022,45,0,P018,3,2299,6897,0,0,6897
06-02-2023,12,0,P022,1,1999,1999,0,0,1999
06-02-2023,4,0,P001,3,79999,239997,0,0,239997
06-03-2020,22,0,P025,1,8999,8999,0,0,8999
06-03-2020,47,0,P019,1,5999,5999,0,0,5999
06-03-2020,50,0,P004,3,64999,194997,0,0,194997
06-03-2021,19,0,P013,3,15999,47997,0,0,47997
06-03-2022,25,0,P029,2,99,198,0,0,198
06-03-2022,4,0,P018,1,2299,2299,0,0,2299
06-03-2023,10,0,P005,3,92499,277497,0,0,277497
06-03-2023,22,0,P024,3,2799,8397,0,0,8397
06-03-2023,7,0,P006,2,7499,14998,0,0,14998
06-04-2021,15,PR001,P026,3,5499,16497,20,3299.4,13197.6
06-04-2021,27,PR001,P005,1,92499,92499,20,18499.8,73999.2
06-04-2021,43,PR001,P011,2,1499,2998,20,599.6,2398.4
06-04-2021,43,PR001,P020,3,12999,38997,20,7799.4,31197.6
06-04-2022,11,PR001,P009,2,3499,6998,20,1399.6,5598.4
06-04-2022,19,PR001,P006,1,7499,7499,20,1499.8,5999.2
06-04-2022,2,PR001,P030,1,399,399,20,79.8,319.2
06-04-2023,14,PR001,P010,3,2199,6597,20,1319.4,5277.6
06-04-2023,18,PR001,P019,1,5999,5999,20,1199.8,4799.2
06-04-2023,29,PR001,P008,1,5499,5499,20,1099.8,4399.2
06-04-2023,9,PR001,P004,2,64999,129998,20,25999.6,103998.4
06-05-2020,20,PR001,P025,3,8999,26997,20,5399.4,21597.6
06-05-2020,39,PR001,P004,3,64999,194997,20,38999.4,155997.6
06-05-2021,17,PR001,P004,3,64999,194997,20,38999.4,155997.6
06-05-2021,26,PR001,P007,3,6999,20997,20,4199.4,16797.6
06-05-2021,27,PR001,P001,2,79999,159998,20,31999.6,127998.4
06-05-2021,32,PR001,P009,2,3499,6998,20,1399.6,5598.4
06-05-2022,20,PR001,P006,3,7499,22497,20,4499.4,17997.6
06-05-2023,2,PR001,P004,3,64999,194997,20,38999.4,155997.6
06-05-2023,41,PR001,P024,2,2799,5598,20,1119.6,4478.4
06-06-2020,17,0,P011,3,1499,4497,0,0,4497
06-06-2020,30,0,P022,2,1999,3998,0,0,3998
06-06-2020,40,0,P006,1,7499,7499,0,0,7499
06-06-2020,45,0,P016,2,24999,49998,0,0,49998
06-06-2021,23,0,P005,2,92499,184998,0,0,184998
06-06-2021,25,0,P003,3,89999,269997,0,0,269997
06-06-2021,38,0,P016,1,24999,24999,0,0,24999
06-06-2021,9,0,P025,1,8999,8999,0,0,8999
06-06-2022,20,0,P025,2,8999,17998,0,0,17998
06-06-2022,29,0,P029,1,99,99,0,0,99
06-06-2022,47,0,P023,3,1499,4497,0,0,4497
06-06-2023,1,0,P030,1,399,399,0,0,399
06-06-2023,15,0,P027,1,699,699,0,0,699
06-06-2023,24,0,P028,2,349,698,0,0,698
06-06-2023,33,0,P022,2,1999,3998,0,0,3998
06-06-2023,36,0,P006,2,7499,14998,0,0,14998
06-06-2023,40,0,P002,2,69999,139998,0,0,139998
06-06-2023,46,0,P019,1,5999,5999,0,0,5999
06-06-2023,7,0,P020,2,12999,25998,0,0,25998
06-07-2021,22,0,P002,2,69999,139998,0,0,139998
06-07-2021,32,0,P006,1,7499,7499,0,0,7499
06-07-2021,45,0,P010,2,2199,4398,0,0,4398
06-07-2022,43,0,P020,1,12999,12999,0,0,12999
06-07-2023,30,0,P029,1,99,99,0,0,99
06-07-2023,35,0,P021,1,1299,1299,0,0,1299
06-07-2023,8,0,P030,1,399,399,0,0,399
06-08-2020,31,0,P018,2,2299,4598,0,0,4598
06-08-2020,5,0,P015,3,8499,25497,0,0,25497
06-08-2020,7,0,P015,3,8499,25497,0,0,25497
06-08-2021,39,0,P005,2,92499,184998,0,0,184998
06-08-2021,48,0,P029,3,99,297,0,0,297
06-08-2022,3,0,P012,3,2999,8997,0,0,8997
06-08-2023,1,0,P016,3,24999,74997,0,0,74997
06-08-2023,19,0,P001,3,79999,239997,0,0,239997
06-09-2020,25,0,P004,1,64999,64999,0,0,64999
06-09-2020,3,0,P013,3,15999,47997,0,0,47997
06-09-2021,10,0,P016,1,24999,24999,0,0,24999
06-09-2021,14,0,P019,2,5999,11998,0,0,11998
06-09-2021,7,0,P004,1,64999,64999,0,0,64999
06-09-2022,34,0,P004,3,64999,194997,0,0,194997
06-09-2023,6,0,P018,3,2299,6897,0,0,6897
06-10-2020,29,0,P016,1,24999,24999,0,0,24999
06-10-2021,15,0,P006,2,7499,14998,0,0,14998
06-10-2021,45,0,P021,3,1299,3897,0,0,3897
06-10-2022,21,0,P022,2,1999,3998,0,0,3998
06-10-2022,28,0,P026,1,5499,5499,0,0,5499
06-10-2023,38,0,P016,3,24999,74997,0,0,74997
06-10-2023,44,0,P021,3,1299,3897,0,0,3897
06-11-2020,28,0,P020,3,12999,38997,0,0,38997
06-11-2020,29,0,P030,1,399,399,0,0,399
06-11-2020,5,0,P027,3,699,2097,0,0,2097
06-11-2021,19,0,P001,2,79999,159998,0,0,159998
06-11-2021,49,0,P029,3,99,297,0,0,297
06-11-2021,8,0,P014,1,4999,4999,0,0,4999
06-11-2022,20,0,P014,3,4999,14997,0,0,14997
06-11-2022,30,0,P016,3,24999,74997,0,0,74997
06-11-2023,48,0,P023,3,1499,4497,0,0,4497
06-11-2023,8,0,P014,1,4999,4999,0,0,4999
06-12-2020,35,0,P016,2,24999,49998,0,0,49998
06-12-2022,11,0,P019,2,5999,11998,0,0,11998
06-12-2023,47,0,P005,1,92499,92499,0,0,92499
07-01-2020,28,0,P008,1,5499,5499,0,0,5499
07-01-2020,34,0,P007,1,6999,6999,0,0,6999
07-01-2021,25,0,P008,2,5499,10998,0,0,10998
07-01-2022,23,0,P028,3,349,1047,0,0,1047
07-01-2022,41,0,P015,1,8499,8499,0,0,8499
07-01-2023,20,0,P023,2,1499,2998,0,0,2998
07-01-2023,32,0,P007,2,6999,13998,0,0,13998
07-02-2020,12,0,P014,3,4999,14997,0,0,14997
07-02-2020,3,0,P026,1,5499,5499,0,0,5499
07-02-2020,36,0,P023,1,1499,1499,0,0,1499
07-02-2020,4,0,P005,3,92499,277497,0,0,277497
07-02-2020,50,0,P007,3,6999,20997,0,0,20997
07-02-2022,26,0,P008,2,5499,10998,0,0,10998
07-02-2022,27,0,P028,2,349,698,0,0,698
07-02-2022,33,0,P001,3,79999,239997,0,0,239997
07-02-2022,34,0,P015,1,8499,8499,0,0,8499
07-02-2022,9,0,P028,2,349,698,0,0,698
07-02-2023,18,0,P023,3,1499,4497,0,0,4497
07-02-2023,19,0,P027,1,699,699,0,0,699
07-02-2023,3,0,P013,3,15999,47997,0,0,47997
07-02-2023,40,0,P020,3,12999,38997,0,0,38997
07-02-2023,41,0,P006,1,7499,7499,0,0,7499
07-02-2023,49,0,P013,2,15999,31998,0,0,31998
07-03-2020,1,0,P017,2,10499,20998,0,0,20998
07-03-2020,18,0,P025,1,8999,8999,0,0,8999
07-03-2020,20,0,P027,3,699,2097,0,0,2097
07-03-2021,19,0,P021,1,1299,1299,0,0,1299
07-03-2021,19,0,P030,2,399,798,0,0,798
07-03-2021,46,0,P009,2,3499,6998,0,0,6998
07-03-2021,5,0,P012,3,2999,8997,0,0,8997
07-03-2021,8,0,P007,3,6999,20997,0,0,20997
07-03-2022,42,0,P018,2,2299,4598,0,0,4598
07-03-2022,42,0,P019,1,5999,5999,0,0,5999
07-03-2023,14,0,P001,2,79999,159998,0,0,159998
07-03-2023,18,0,P024,1,2799,2799,0,0,2799
07-03-2023,5,0,P028,3,349,1047,0,0,1047
07-04-2020,14,PR001,P024,2,2799,5598,20,1119.6,4478.4
07-04-2020,2,PR001,P002,2,69999,139998,20,27999.6,111998.4
07-04-2020,36,PR001,P027,3,699,2097,20,419.4,1677.6
07-04-2020,40,PR001,P009,2,3499,6998,20,1399.6,5598.4
07-04-2021,43,PR001,P026,1,5499,5499,20,1099.8,4399.2
07-04-2021,49,PR001,P029,2,99,198,20,39.6,158.4
07-04-2021,8,PR001,P021,3,1299,3897,20,779.4,3117.6
07-04-2022,17,PR001,P010,1,2199,2199,20,439.8,1759.2
07-04-2022,19,PR001,P022,1,1999,1999,20,399.8,1599.2
07-04-2023,40,PR001,P006,2,7499,14998,20,2999.6,11998.4
07-05-2020,20,PR001,P023,3,1499,4497,20,899.4,3597.6
07-05-2020,6,PR001,P017,2,10499,20998,20,4199.6,16798.4
07-05-2021,18,PR001,P026,1,5499,5499,20,1099.8,4399.2
07-05-2021,3,PR001,P014,2,4999,9998,20,1999.6,7998.4
07-05-2021,47,PR001,P028,2,349,698,20,139.6,558.4
07-05-2022,3,PR001,P006,2,7499,14998,20,2999.6,11998.4
07-05-2022,4,PR001,P027,2,699,1398,20,279.6,1118.4
07-05-2022,45,PR001,P023,3,1499,4497,20,899.4,3597.6
07-06-2020,15,0,P015,3,8499,25497,0,0,25497
07-06-2020,21,0,P020,3,12999,38997,0,0,38997
07-06-2021,1,0,P004,3,64999,194997,0,0,194997
07-06-2021,2,0,P020,3,12999,38997,0,0,38997
07-06-2021,31,0,P003,1,89999,89999,0,0,89999
07-06-2021,31,0,P011,2,1499,2998,0,0,2998
07-06-2022,25,0,P018,3,2299,6897,0,0,6897
07-06-2022,31,0,P030,3,399,1197,0,0,1197
07-06-2023,17,0,P017,1,10499,10499,0,0,10499
07-06-2023,20,0,P019,2,5999,11998,0,0,11998
07-06-2023,33,0,P024,3,2799,8397,0,0,8397
07-06-2023,6,0,P006,3,7499,22497,0,0,22497
07-06-2023,9,0,P005,1,92499,92499,0,0,92499
07-07-2020,12,0,P003,3,89999,269997,0,0,269997
07-07-2020,15,0,P029,1,99,99,0,0,99
07-07-2020,3,0,P003,3,89999,269997,0,0,269997
07-07-2020,44,0,P018,2,2299,4598,0,0,4598
07-07-2021,20,0,P019,2,5999,11998,0,0,11998
07-07-2021,22,0,P005,2,92499,184998,0,0,184998
07-07-2021,46,0,P027,2,699,1398,0,0,1398
07-07-2022,30,0,P024,2,2799,5598,0,0,5598
07-07-2023,16,0,P004,3,64999,194997,0,0,194997
07-07-2023,25,0,P011,3,1499,4497,0,0,4497
07-07-2023,38,0,P011,2,1499,2998,0,0,2998
07-07-2023,49,0,P014,1,4999,4999,0,0,4999
07-08-2020,25,0,P008,3,5499,16497,0,0,16497
07-08-2020,42,0,P025,3,8999,26997,0,0,26997
07-08-2020,6,0,P001,3,79999,239997,0,0,239997
07-08-2020,6,0,P004,2,64999,129998,0,0,129998
07-08-2020,8,0,P010,1,2199,2199,0,0,2199
07-08-2021,15,0,P017,2,10499,20998,0,0,20998
07-08-2022,25,0,P025,1,8999,8999,0,0,8999
07-08-2022,43,0,P012,1,2999,2999,0,0,2999
07-08-2023,30,0,P020,1,12999,12999,0,0,12999
07-08-2023,45,0,P009,1,3499,3499,0,0,3499
07-08-2023,45,0,P015,1,8499,8499,0,0,8499
07-08-2023,5,0,P023,2,1499,2998,0,0,2998
07-09-2020,15,0,P007,2,6999,13998,0,0,13998
07-09-2020,21,0,P025,3,8999,26997,0,0,26997
07-09-2020,32,0,P021,1,1299,1299,0,0,1299
07-09-2021,1,0,P005,1,92499,92499,0,0,92499
07-09-2021,48,0,P006,3,7499,22497,0,0,22497
07-09-2022,2,0,P004,2,64999,129998,0,0,129998
07-09-2022,48,0,P023,3,1499,4497,0,0,4497
07-09-2023,13,0,P006,3,7499,22497,0,0,22497
07-09-2023,16,0,P018,2,2299,4598,0,0,4598
07-09-2023,23,0,P029,3,99,297,0,0,297
07-09-2023,28,0,P023,2,1499,2998,0,0,2998
07-09-2023,3,0,P014,2,4999,9998,0,0,9998
07-09-2023,48,0,P010,3,2199,6597,0,0,6597
07-10-2020,34,0,P008,1,5499,5499,0,0,5499
07-10-2020,41,0,P017,1,10499,10499,0,0,10499
07-10-2021,10,0,P004,1,64999,64999,0,0,64999
07-10-2021,11,0,P002,2,69999,139998,0,0,139998
07-10-2021,19,0,P007,3,6999,20997,0,0,20997
07-10-2021,31,0,P027,3,699,2097,0,0,2097
07-10-2021,39,0,P012,1,2999,2999,0,0,2999
07-10-2021,43,0,P029,2,99,198,0,0,198
07-10-2022,38,0,P024,3,2799,8397,0,0,8397
07-10-2022,7,0,P016,3,24999,74997,0,0,74997
07-10-2023,3,0,P018,2,2299,4598,0,0,4598
07-10-2023,39,0,P023,3,1499,4497,0,0,4497
07-11-2020,1,0,P016,1,24999,24999,0,0,24999
07-11-2021,21,0,P008,2,5499,10998,0,0,10998
07-11-2021,36,0,P029,3,99,297,0,0,297
07-11-2022,11,0,P020,3,12999,38997,0,0,38997
07-11-2022,14,0,P009,1,3499,3499,0,0,3499
07-11-2022,25,0,P027,3,699,2097,0,0,2097
07-11-2022,33,0,P018,1,2299,2299,0,0,2299
07-12-2020,25,0,P021,2,1299,2598,0,0,2598
07-12-2020,39,0,P001,3,79999,239997,0,0,239997
07-12-2020,43,0,P022,1,1999,1999,0,0,1999
07-12-2021,5,0,P030,2,399,798,0,0,798
07-12-2022,2,0,P008,1,5499,5499,0,0,5499
07-12-2023,16,0,P008,3,5499,16497,0,0,16497
07-12-2023,18,0,P005,3,92499,277497,0,0,277497
07-12-2023,43,0,P006,2,7499,14998,0,0,14998
08-01-2020,19,0,P013,2,15999,31998,0,0,31998
08-01-2020,42,0,P024,3,2799,8397,0,0,8397
08-01-2021,15,0,P012,2,2999,5998,0,0,5998
08-01-2021,49,0,P019,1,5999,5999,0,0,5999
08-01-2022,13,0,P029,3,99,297,0,0,297
08-01-2022,41,0,P018,2,2299,4598,0,0,4598
08-01-2022,47,0,P013,2,15999,31998,0,0,31998
08-01-2023,1,0,P009,3,3499,10497,0,0,10497
08-01-2023,13,0,P028,3,349,1047,0,0,1047
08-01-2023,37,0,P024,2,2799,5598,0,0,5598
08-01-2023,42,0,P016,2,24999,49998,0,0,49998
08-02-2020,12,0,P023,3,1499,4497,0,0,4497
08-02-2020,21,0,P016,2,24999,49998,0,0,49998
08-02-2020,24,0,P016,3,24999,74997,0,0,74997
08-02-2020,31,0,P019,1,5999,5999,0,0,5999
08-02-2020,37,0,P018,3,2299,6897,0,0,6897
08-02-2020,46,0,P028,3,349,1047,0,0,1047
08-02-2021,35,0,P015,2,8499,16998,0,0,16998
08-02-2022,25,0,P021,2,1299,2598,0,0,2598
08-03-2020,17,0,P013,2,15999,31998,0,0,31998
08-03-2020,17,0,P029,1,99,99,0,0,99
08-03-2020,34,0,P028,2,349,698,0,0,698
08-03-2020,38,0,P019,2,5999,11998,0,0,11998
08-03-2020,43,0,P020,3,12999,38997,0,0,38997
08-03-2021,11,0,P006,2,7499,14998,0,0,14998
08-03-2022,21,0,P019,3,5999,17997,0,0,17997
08-03-2022,44,0,P021,3,1299,3897,0,0,3897
08-03-2023,14,0,P020,3,12999,38997,0,0,38997
08-03-2023,32,0,P004,2,64999,129998,0,0,129998
08-03-2023,36,0,P006,3,7499,22497,0,0,22497
08-04-2020,11,PR001,P004,2,64999,129998,20,25999.6,103998.4
08-04-2020,25,PR001,P025,2,8999,17998,20,3599.6,14398.4
08-04-2020,7,PR001,P029,1,99,99,20,19.8,79.2
08-04-2021,50,PR001,P024,1,2799,2799,20,559.8,2239.2
08-04-2022,42,PR001,P019,3,5999,17997,20,3599.4,14397.6
08-04-2023,32,PR001,P021,3,1299,3897,20,779.4,3117.6
08-05-2020,19,PR001,P015,3,8499,25497,20,5099.4,20397.6
08-05-2020,49,PR001,P010,3,2199,6597,20,1319.4,5277.6
08-05-2021,31,PR001,P007,2,6999,13998,20,2799.6,11198.4
08-05-2021,42,PR001,P003,3,89999,269997,20,53999.4,215997.6
08-05-2022,18,PR001,P009,2,3499,6998,20,1399.6,5598.4
08-05-2023,25,PR001,P016,1,24999,24999,20,4999.8,19999.2
08-06-2020,28,0,P030,1,399,399,0,0,399
08-06-2020,38,0,P015,3,8499,25497,0,0,25497
08-06-2021,15,0,P020,2,12999,25998,0,0,25998
08-06-2021,16,0,P010,3,2199,6597,0,0,6597
08-06-2021,35,0,P011,3,1499,4497,0,0,4497
08-06-2022,17,0,P023,2,1499,2998,0,0,2998
08-06-2022,35,0,P022,2,1999,3998,0,0,3998
08-06-2023,16,0,P020,3,12999,38997,0,0,38997
08-06-2023,17,0,P011,1,1499,1499,0,0,1499
08-06-2023,46,0,P006,2,7499,14998,0,0,14998
08-06-2023,8,0,P030,2,399,798,0,0,798
08-06-2023,9,0,P021,3,1299,3897,0,0,3897
08-06-2023,9,0,P024,3,2799,8397,0,0,8397
08-07-2020,47,0,P011,2,1499,2998,0,0,2998
08-07-2021,18,0,P018,3,2299,6897,0,0,6897
08-07-2022,15,0,P018,1,2299,2299,0,0,2299
08-07-2022,42,0,P004,3,64999,194997,0,0,194997
08-07-2022,49,0,P014,1,4999,4999,0,0,4999
08-07-2023,28,PR004,P002,3,69999,209997,50,104998.5,104998.5
08-07-2023,34,PR004,P003,1,89999,89999,50,44999.5,44999.5
08-07-2023,35,PR004,P007,3,6999,20997,50,10498.5,10498.5
08-07-2023,43,PR004,P004,1,64999,64999,50,32499.5,32499.5
08-07-2023,6,PR004,P017,1,10499,10499,50,5249.5,5249.5
08-08-2020,24,0,P009,3,3499,10497,0,0,10497
08-08-2020,29,0,P009,3,3499,10497,0,0,10497
08-08-2022,35,0,P025,1,8999,8999,0,0,8999
08-08-2022,39,0,P004,3,64999,194997,0,0,194997
08-08-2022,47,0,P006,3,7499,22497,0,0,22497
08-08-2023,37,0,P019,3,5999,17997,0,0,17997
08-08-2023,46,0,P026,2,5499,10998,0,0,10998
08-09-2020,13,0,P014,2,4999,9998,0,0,9998
08-09-2020,25,0,P029,3,99,297,0,0,297
08-09-2021,16,0,P010,3,2199,6597,0,0,6597
08-09-2022,14,0,P014,3,4999,14997,0,0,14997
08-09-2023,43,0,P025,1,8999,8999,0,0,8999
08-09-2023,6,0,P003,3,89999,269997,0,0,269997
08-10-2020,27,0,P024,1,2799,2799,0,0,2799
08-10-2021,23,0,P023,1,1499,1499,0,0,1499
08-10-2021,3,0,P003,3,89999,269997,0,0,269997
08-10-2021,37,0,P012,1,2999,2999,0,0,2999
08-10-2022,18,0,P024,3,2799,8397,0,0,8397
08-10-2022,41,0,P028,3,349,1047,0,0,1047
08-10-2022,47,0,P019,2,5999,11998,0,0,11998
08-10-2023,23,0,P015,3,8499,25497,0,0,25497
08-10-2023,25,0,P030,1,399,399,0,0,399
08-11-2020,25,0,P019,2,5999,11998,0,0,11998
08-11-2021,40,0,P012,1,2999,2999,0,0,2999
08-11-2021,42,0,P022,3,1999,5997,0,0,5997
08-11-2022,10,0,P002,2,69999,139998,0,0,139998
08-11-2022,13,0,P004,3,64999,194997,0,0,194997
08-11-2022,13,0,P009,3,3499,10497,0,0,10497
08-11-2022,15,0,P017,3,10499,31497,0,0,31497
08-11-2022,30,0,P006,3,7499,22497,0,0,22497
08-11-2022,37,0,P011,3,1499,4497,0,0,4497
08-12-2020,1,0,P003,1,89999,89999,0,0,89999
08-12-2020,34,0,P009,1,3499,3499,0,0,3499
08-12-2020,34,0,P029,3,99,297,0,0,297
08-12-2020,44,0,P003,3,89999,269997,0,0,269997
08-12-2020,6,0,P021,1,1299,1299,0,0,1299
08-12-2020,8,0,P011,1,1499,1499,0,0,1499
08-12-2021,36,0,P017,3,10499,31497,0,0,31497
08-12-2021,4,0,P025,3,8999,26997,0,0,26997
08-12-2021,50,0,P027,3,699,2097,0,0,2097
08-12-2022,17,0,P017,2,10499,20998,0,0,20998
08-12-2022,6,0,P016,1,24999,24999,0,0,24999
08-12-2023,16,0,P007,3,6999,20997,0,0,20997
